,Player,Nation,Position,Club,Age,Born,Match Played,Starts,Minutes Played,90s,Goals,Assist,G-PK,Penalty Kicks,PKatt,Yellow Card,Red Card,Goals/90,Assist/90,G+A/90,G-PK/90,G+A-PK,xG,npxG,xA,xAG,Assist-xAG,npxG+xAG,xG/90,xA/90,xAG/90,xG+xAG,npxG/90,npxG+xAG/90,Shots Total,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK(Shot),npxG/Sh,G-xG,np:G-xG,Passes Completed,Passes Attempted,Pass Completion%,TotDist,PrgDist,Passes Completed(Short),Passes Attempted(Short),Passes Completion%(Short),Passes Completed(Medium),Passes Attempted(Medium),Passes Completion%(Medium),Passes Completed(Long),Passes Attempted(Long),Passes Completion%(Long),Key Passes,Completed Passes to Attacking Third,Completed Passes to Penalty Area,Completed Crosses to Penalty Are,Progressive Pass Completed,Live Ball Passes,Dead Ball Passes,Passes from Free Kick,TB,Passes 40yds+,Crosses,Throw-ins Taken,Corner Kick,Inswinging Corner Kick,Outswinging Corner Kick,Straight Corner Kick,Passes leading to Offside,Passes Blocked,Shots Creating Action,SCA/90,PassLive(SCA),PassDead(SCA),Dribble(SCA),Shot(SCA),Fouls Drawn(SCA),Defensive Action(SCA),Goals Creating Action,GCA/90,PassLive(GCA),PassDead(GCA),Dribble(GCA),Shot(GCA),Fouls Drawn(GCA),Defensive Action(GCA),Touches,Touches in Defensive Penalty Area,Touches in Defensive 3rd,Touches in Middle 3rd,Touches in Attacking 3rd,Touches in Attacking Penalty Area,Live Ball Touches,Dribble Success,Dribble Attempted,Dribble Success%,Mis,Ball Lost (Tackled),Passes Received,Progressive Pass Received,Tackles Attempted,Tackles Won,Tackles in Defensive 3rd,Tackles in Middle 3rd,Tackles in Attacking 3rd,Tackle Won (vsDribble),Tackle Attempted (vsDribble),Tackle% (vsDribble),Dribbled Past (vsDribble),Blocks,Shots Blocked,Pass Blocked,Interception,Tackle + Interception,Clearance,Error Leads to Shot
56,Danilo Barcelos,br BRA,DFMF,Goiás,30,1991,22,10,1029,11.4,0,1,0,0,0,8,0,0.0,0.09,0.09,0.0,0.09,0.3,0.3,1.2,0.8,0.2,1.1,0.03,0.10526315789473684,0.07,0.1,0.03,0.1,6,0,0.0,0.52,0.0,0.0,,18.3,3.0,0.06,-0.3,-0.3,299.0,460.0,65.0,5767.0,2852.0,116.0,147.0,78.9,130.0,182.0,71.4,47.0,105.0,44.8,11.0,25.0,11.0,5.0,20.0,320.0,139.0,18.0,0.0,3.0,56,103.0,18.0,6.0,12.0,0.0,1.0,6.0,23.0,2.01,8.0,12.0,0.0,2.0,0.0,1.0,3.0,0.26,2.0,1.0,0.0,0.0,0.0,0.0,567.0,43.0,172.0,231.0,169.0,12.0,567.0,1.0,5.0,20.0,12.0,3.0,249.0,18.0,20.0,17,13.0,5.0,2.0,8.0,20.0,40.0,12.0,12.0,5.0,7.0,11,31.0,28.0,0.0
62,Bento,br BRA,GK,Atl Paranaense,22,1999,33,33,2970,33.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,-0.1,0.1,0.0,0.0030303030303030303,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,0.0,,0.0,0.0,485.0,852.0,56.9,14996.0,11436.0,93.0,93.0,100.0,206.0,213.0,96.7,182.0,536.0,34.0,3.0,22.0,0.0,0.0,0.0,475.0,371.0,54.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.18,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.0,787.0,911.0,0.0,0.0,0.0,911.0,0.0,0.0,,0.0,0.0,238.0,0.0,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1,2.0,11.0,2.0
64,Eduardo de Biasi,br BRA,MF,Avaí,25,1997,31,24,1871,20.8,1,2,1,0,0,6,0,0.05,0.1,0.14,0.05,0.14,2.3,2.3,2.2,2.1,-0.1,4.3,0.11,0.10576923076923077,0.1,0.21,0.11,0.21,35,9,25.7,1.68,0.43,0.03,0.11,23.4,1.0,0.07,-1.3,-1.3,659.0,789.0,83.5,10529.0,3094.0,343.0,385.0,89.1,232.0,266.0,87.2,51.0,76.0,67.1,24.0,81.0,20.0,3.0,81.0,763.0,23.0,10.0,4.0,4.0,26,11.0,2.0,1.0,0.0,0.0,3.0,12.0,44.0,2.12,33.0,0.0,4.0,2.0,3.0,2.0,4.0,0.19,3.0,0.0,0.0,1.0,0.0,0.0,1022.0,20.0,140.0,639.0,263.0,20.0,1022.0,19.0,45.0,42.2,41.0,22.0,703.0,55.0,47.0,19,18.0,27.0,2.0,25.0,58.0,43.1,33.0,12.0,4.0,8.0,12,59.0,16.0,0.0
66,Raul Bicalho,br BRA,DF,Corinthians,22,1999,20,18,1684,18.7,2,1,2,0,0,3,0,0.11,0.05,0.16,0.11,0.16,1.5,1.5,0.2,0.4,0.6,1.9,0.08,0.010695187165775402,0.02,0.1,0.08,0.1,12,4,33.3,0.64,0.21,0.17,0.5,15.7,0.0,0.15,0.5,0.5,914.0,1091.0,83.8,17542.0,6235.0,320.0,350.0,91.4,495.0,542.0,91.3,90.0,170.0,52.9,3.0,40.0,3.0,1.0,40.0,1067.0,20.0,18.0,0.0,16.0,5,2.0,0.0,0.0,0.0,0.0,4.0,8.0,7.0,0.37,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0,1269.0,116.0,645.0,599.0,33.0,13.0,1269.0,3.0,6.0,50.0,14.0,4.0,896.0,2.0,28.0,15,23.0,5.0,0.0,16.0,25.0,64.0,9.0,20.0,12.0,8.0,32,60.0,63.0,1.0
69,Guilherme Bissoli,br BRA,FW,Avaí,24,1998,32,29,2443,27.1,14,0,5,9,9,6,0,0.52,0.0,0.52,0.18,0.18,11.6,4.5,0.8,1.0,-1.0,5.5,0.43,0.02952029520295203,0.04,0.47,0.17,0.2,50,16,32.0,1.84,0.59,0.1,0.31,19.4,2.0,0.09,2.4,0.5,386.0,545.0,70.8,5481.0,890.0,213.0,273.0,78.0,122.0,163.0,74.8,24.0,32.0,75.0,23.0,19.0,14.0,2.0,25.0,477.0,66.0,1.0,1.0,0.0,15,2.0,0.0,0.0,0.0,0.0,2.0,25.0,44.0,1.62,34.0,0.0,1.0,5.0,4.0,0.0,2.0,0.07,0.0,0.0,0.0,1.0,1.0,0.0,795.0,28.0,63.0,381.0,362.0,78.0,787.0,15.0,36.0,41.7,55.0,39.0,538.0,141.0,22.0,14,3.0,9.0,10.0,10.0,35.0,28.6,25.0,21.0,2.0,19.0,13,35.0,23.0,0.0
70,Marcelo Boeck,br BRA,GK,Fortaleza,37,1984,13,13,1170,13.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,0.0,,0.0,0.0,205.0,301.0,68.1,6212.0,4828.0,41.0,41.0,100.0,74.0,74.0,100.0,89.0,183.0,48.6,0.0,2.0,0.0,0.0,0.0,149.0,150.0,32.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,308.0,338.0,1.0,0.0,0.0,339.0,0.0,0.0,,0.0,0.0,68.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,6.0,0.0
71,Ângelo Borges,br BRA,FWMF,Santos,17,2004,27,16,1532,17.0,1,7,1,0,0,5,0,0.06,0.41,0.47,0.06,0.47,1.6,1.6,3.7,3.9,3.1,5.5,0.09,0.21764705882352942,0.23,0.32,0.09,0.32,28,9,32.1,1.64,0.53,0.04,0.11,20.5,0.0,0.06,-0.6,-0.6,348.0,522.0,66.7,5500.0,2117.0,171.0,216.0,79.2,149.0,201.0,74.1,20.0,52.0,38.5,34.0,45.0,34.0,6.0,73.0,500.0,18.0,4.0,5.0,2.0,51,7.0,7.0,3.0,0.0,0.0,4.0,25.0,84.0,4.94,49.0,1.0,21.0,3.0,9.0,1.0,11.0,0.65,7.0,0.0,1.0,0.0,3.0,0.0,756.0,3.0,67.0,348.0,375.0,51.0,756.0,86.0,145.0,59.3,54.0,36.0,573.0,73.0,14.0,6,3.0,6.0,5.0,3.0,11.0,27.3,8.0,18.0,0.0,18.0,6,20.0,6.0,0.0
72,Daniel Borges,br BRA,DF,Botafogo (RJ),28,1993,26,22,1868,20.8,1,3,1,0,0,4,1,0.05,0.14,0.19,0.05,0.19,1.1,1.1,2.6,3.1,-0.1,4.2,0.05,0.125,0.15,0.2,0.05,0.2,12,3,25.0,0.58,0.14,0.08,0.33,29.4,2.0,0.09,-0.1,-0.1,986.0,1298.0,76.0,17778.0,6844.0,442.0,496.0,89.1,413.0,513.0,80.5,114.0,232.0,49.1,36.0,79.0,13.0,11.0,68.0,1016.0,278.0,59.0,1.0,23.0,115,175.0,44.0,11.0,29.0,1.0,4.0,18.0,52.0,2.5,26.0,23.0,0.0,1.0,0.0,2.0,3.0,0.14,1.0,2.0,0.0,0.0,0.0,0.0,1454.0,62.0,421.0,718.0,332.0,9.0,1454.0,13.0,29.0,44.8,27.0,6.0,854.0,18.0,39.0,18,28.0,11.0,0.0,20.0,42.0,47.6,22.0,13.0,3.0,10.0,17,56.0,44.0,0.0
74,Marllon Borges,br BRA,DF,Cuiabá,29,1992,34,34,3005,33.4,0,1,0,0,0,3,0,0.0,0.03,0.03,0.0,0.03,2.4,2.4,0.2,0.6,0.4,3.0,0.07,0.005988023952095809,0.02,0.09,0.07,0.09,23,3,13.0,0.69,0.09,0.0,0.0,11.8,0.0,0.1,-2.4,-2.4,1168.0,1362.0,85.8,23406.0,8098.0,342.0,367.0,93.2,699.0,772.0,90.5,117.0,181.0,64.6,2.0,64.0,1.0,0.0,70.0,1289.0,67.0,65.0,1.0,10.0,2,2.0,0.0,0.0,0.0,0.0,6.0,12.0,13.0,0.39,10.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1701.0,240.0,847.0,813.0,52.0,27.0,1701.0,7.0,11.0,63.6,11.0,4.0,999.0,3.0,58.0,31,42.0,16.0,0.0,25.0,42.0,59.5,17.0,44.0,29.0,15.0,35,93.0,145.0,1.0
77,Lucas Braga,br BRA,FWMF,Santos,25,1996,33,22,2078,23.1,5,1,5,0,0,3,0,0.22,0.04,0.26,0.22,0.26,4.5,4.5,2.5,1.4,-0.4,5.8,0.19,0.10822510822510822,0.06,0.25,0.19,0.25,39,18,46.2,1.69,0.78,0.13,0.28,17.7,0.0,0.11,0.5,0.5,529.0,676.0,78.3,7686.0,1933.0,309.0,361.0,85.6,178.0,231.0,77.1,23.0,32.0,71.9,21.0,35.0,24.0,9.0,41.0,621.0,49.0,15.0,2.0,2.0,49,31.0,3.0,1.0,0.0,0.0,6.0,21.0,66.0,2.86,44.0,2.0,11.0,1.0,7.0,1.0,4.0,0.17,3.0,0.0,0.0,0.0,1.0,0.0,948.0,24.0,149.0,397.0,422.0,73.0,948.0,57.0,105.0,54.3,41.0,35.0,672.0,90.0,23.0,19,10.0,7.0,6.0,11.0,24.0,45.8,13.0,19.0,2.0,17.0,15,38.0,21.0,0.0
80,Bressan,br BRA,DF,Avaí,29,1993,21,21,1851,20.6,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.1,-0.1,0.6,0.03,0.009708737864077669,0.0,0.03,0.03,0.03,6,0,0.0,0.29,0.0,0.0,,10.4,0.0,0.09,-0.6,-0.6,875.0,1046.0,83.7,20144.0,8295.0,184.0,199.0,92.5,507.0,549.0,92.3,178.0,272.0,65.4,3.0,61.0,1.0,0.0,43.0,988.0,54.0,52.0,0.0,20.0,0,2.0,0.0,0.0,0.0,0.0,4.0,8.0,10.0,0.49,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1214.0,213.0,645.0,553.0,19.0,8.0,1214.0,2.0,2.0,100.0,2.0,1.0,810.0,2.0,19.0,7,12.0,6.0,1.0,9.0,23.0,39.1,14.0,25.0,19.0,6.0,22,41.0,82.0,0.0
81,Emanuel Brítez,ar ARG,DF,Fortaleza,29,1992,20,20,1800,20.0,1,3,1,0,0,1,0,0.05,0.15,0.2,0.05,0.2,0.8,0.8,0.8,1.2,1.8,2.0,0.04,0.04,0.06,0.1,0.04,0.1,10,2,20.0,0.5,0.1,0.1,0.5,17.7,0.0,0.08,0.2,0.2,476.0,682.0,69.8,9065.0,4061.0,187.0,222.0,84.2,219.0,306.0,71.6,62.0,128.0,48.4,11.0,37.0,3.0,1.0,33.0,548.0,132.0,16.0,1.0,5.0,6,116.0,0.0,0.0,0.0,0.0,2.0,10.0,20.0,1.0,12.0,7.0,0.0,0.0,1.0,0.0,3.0,0.15,0.0,2.0,0.0,0.0,1.0,0.0,899.0,106.0,374.0,424.0,110.0,17.0,899.0,5.0,13.0,38.5,9.0,5.0,374.0,10.0,48.0,32,28.0,18.0,2.0,31.0,45.0,68.9,14.0,23.0,10.0,13.0,30,78.0,77.0,0.0
84,Fabrício Bruno,br BRA,DF,Flamengo,25,1996,13,13,1170,13.0,2,1,2,0,0,4,0,0.15,0.08,0.23,0.15,0.23,0.8,0.8,0.2,0.4,0.6,1.2,0.06,0.015384615384615385,0.03,0.09,0.06,0.09,6,2,33.3,0.46,0.15,0.33,1.0,8.4,0.0,0.14,1.2,1.2,688.0,766.0,89.8,14349.0,5138.0,209.0,228.0,91.7,370.0,389.0,95.1,107.0,144.0,74.3,2.0,57.0,3.0,2.0,36.0,716.0,50.0,45.0,0.0,13.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.54,4.0,1.0,0.0,1.0,0.0,1.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0,850.0,108.0,414.0,421.0,20.0,9.0,850.0,1.0,1.0,100.0,1.0,0.0,618.0,1.0,13.0,6,12.0,1.0,0.0,6.0,11.0,54.5,5.0,3.0,3.0,0.0,10,23.0,52.0,0.0
86,Vitor Bueno,br BRA,MFFW,Atl Paranaense,27,1994,21,13,1124,12.5,4,1,2,2,2,2,0,0.32,0.08,0.4,0.16,0.24,3.7,2.2,1.5,1.2,-0.2,3.3,0.3,0.12,0.1,0.39,0.17,0.27,26,6,23.1,2.08,0.48,0.08,0.33,24.8,5.0,0.08,0.3,-0.2,343.0,459.0,74.7,5379.0,1325.0,187.0,220.0,85.0,115.0,144.0,79.9,30.0,69.0,43.5,16.0,30.0,9.0,2.0,26.0,414.0,42.0,19.0,3.0,10.0,28,2.0,12.0,8.0,2.0,0.0,3.0,5.0,36.0,2.89,25.0,1.0,2.0,2.0,3.0,3.0,4.0,0.32,2.0,0.0,1.0,1.0,0.0,0.0,594.0,12.0,57.0,320.0,225.0,23.0,592.0,13.0,31.0,41.9,23.0,15.0,385.0,44.0,8.0,5,3.0,5.0,0.0,2.0,13.0,15.4,11.0,15.0,2.0,13.0,7,15.0,13.0,0.0
88,Fabricio Bustos,ar ARG,DF,Internacional,25,1996,31,31,2673,29.7,2,3,2,0,0,3,0,0.07,0.1,0.17,0.07,0.17,1.5,1.5,2.8,2.5,0.5,4.0,0.05,0.09427609427609428,0.08,0.14,0.05,0.14,18,4,22.2,0.61,0.13,0.11,0.5,18.0,0.0,0.08,0.5,0.5,1340.0,1708.0,78.5,21212.0,8393.0,705.0,793.0,88.9,512.0,630.0,81.3,92.0,197.0,46.7,27.0,107.0,30.0,6.0,111.0,1420.0,286.0,33.0,0.0,1.0,35,253.0,0.0,0.0,0.0,0.0,2.0,40.0,64.0,2.16,57.0,4.0,1.0,1.0,0.0,1.0,8.0,0.27,7.0,1.0,0.0,0.0,0.0,0.0,1942.0,102.0,531.0,917.0,514.0,44.0,1942.0,15.0,33.0,45.5,16.0,17.0,1162.0,65.0,54.0,37,39.0,12.0,3.0,35.0,54.0,64.8,19.0,20.0,9.0,11.0,31,85.0,76.0,1.0
91,Patric Cabral Lalau,br BRA,DF,América (MG),32,1989,30,18,1719,19.1,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,3.6,2.6,-2.6,3.2,0.03,0.18848167539267013,0.13,0.17,0.03,0.17,15,5,33.3,0.79,0.26,0.0,0.0,21.6,1.0,0.04,-0.6,-0.6,777.0,1077.0,72.1,12712.0,5684.0,429.0,485.0,88.5,241.0,325.0,74.2,85.0,194.0,43.8,40.0,51.0,40.0,24.0,69.0,812.0,263.0,35.0,0.0,6.0,118,192.0,36.0,10.0,23.0,0.0,2.0,35.0,65.0,3.4,43.0,18.0,1.0,1.0,1.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,1264.0,78.0,421.0,461.0,393.0,37.0,1264.0,8.0,20.0,40.0,27.0,19.0,639.0,55.0,40.0,20,21.0,17.0,2.0,16.0,33.0,48.5,17.0,10.0,3.0,7.0,19,59.0,54.0,0.0
92,Raúl Cáceres,py PAR,DF,América (MG),30,1991,26,18,1618,18.0,1,2,1,0,0,1,0,0.06,0.11,0.17,0.06,0.17,1.1,1.1,2.0,3.0,-1.0,4.1,0.06,0.1111111111111111,0.17,0.23,0.06,0.23,16,3,18.8,0.89,0.17,0.06,0.33,17.4,0.0,0.07,-0.1,-0.1,581.0,831.0,69.9,9417.0,4181.0,300.0,342.0,87.7,211.0,321.0,65.7,49.0,113.0,43.4,25.0,42.0,22.0,15.0,49.0,639.0,190.0,10.0,0.0,2.0,89,164.0,16.0,0.0,15.0,0.0,2.0,22.0,52.0,2.89,37.0,11.0,0.0,3.0,0.0,1.0,3.0,0.17,3.0,0.0,0.0,0.0,0.0,0.0,962.0,53.0,251.0,383.0,338.0,37.0,962.0,1.0,7.0,14.3,11.0,6.0,504.0,48.0,35.0,19,19.0,10.0,6.0,20.0,45.0,44.4,25.0,17.0,7.0,10.0,17,52.0,28.0,0.0
95,Caetano,br BRA,DF,Goiás,22,1999,26,26,2211,24.6,1,0,1,0,0,1,0,0.04,0.0,0.04,0.04,0.04,0.5,0.5,0.2,0.2,-0.2,0.7,0.02,0.008130081300813007,0.01,0.03,0.02,0.03,5,4,80.0,0.2,0.16,0.2,0.25,10.4,0.0,0.1,0.5,0.5,729.0,888.0,82.1,15764.0,6464.0,195.0,217.0,89.9,389.0,430.0,90.5,134.0,218.0,61.5,8.0,40.0,3.0,0.0,53.0,819.0,67.0,32.0,0.0,11.0,4,31.0,0.0,0.0,0.0,0.0,2.0,4.0,21.0,0.85,14.0,1.0,0.0,1.0,0.0,5.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,1126.0,194.0,668.0,423.0,41.0,14.0,1126.0,1.0,3.0,33.3,7.0,3.0,640.0,2.0,32.0,19,24.0,7.0,1.0,15.0,28.0,53.6,13.0,26.0,21.0,5.0,37,69.0,111.0,0.0
100,Jonathan Calleri,ar ARG,FW,São Paulo,28,1993,36,30,2818,31.3,18,2,17,1,2,5,0,0.57,0.06,0.64,0.54,0.61,13.2,11.7,1.6,3.0,-1.0,14.6,0.42,0.05111821086261981,0.09,0.52,0.37,0.47,98,38,38.8,3.13,1.21,0.17,0.45,13.0,0.0,0.12,4.8,5.3,418.0,650.0,64.3,5280.0,1011.0,275.0,367.0,74.9,101.0,176.0,57.4,12.0,24.0,50.0,28.0,19.0,19.0,3.0,24.0,584.0,61.0,0.0,1.0,2.0,38,3.0,0.0,0.0,0.0,0.0,5.0,27.0,70.0,2.23,43.0,0.0,5.0,11.0,10.0,1.0,4.0,0.13,2.0,0.0,1.0,1.0,0.0,0.0,1026.0,52.0,75.0,403.0,557.0,207.0,1024.0,28.0,57.0,49.1,95.0,40.0,753.0,191.0,20.0,12,1.0,9.0,10.0,8.0,19.0,42.1,11.0,18.0,2.0,16.0,5,25.0,48.0,0.0
101,Guilherme Camacho,br BRA,MF,Santos,31,1990,26,18,1630,18.1,1,1,1,0,0,8,0,0.06,0.06,0.11,0.06,0.11,0.3,0.3,0.8,0.7,0.3,1.1,0.02,0.04419889502762431,0.04,0.06,0.02,0.06,10,5,50.0,0.55,0.28,0.1,0.2,25.4,0.0,0.03,0.7,0.7,859.0,979.0,87.7,15798.0,3882.0,336.0,372.0,90.3,413.0,449.0,92.0,85.0,115.0,73.9,12.0,80.0,7.0,2.0,54.0,928.0,50.0,48.0,1.0,4.0,4,2.0,0.0,0.0,0.0,0.0,1.0,11.0,35.0,1.93,33.0,1.0,0.0,1.0,0.0,0.0,3.0,0.17,3.0,0.0,0.0,0.0,0.0,0.0,1147.0,59.0,298.0,740.0,119.0,8.0,1147.0,3.0,6.0,50.0,6.0,9.0,752.0,10.0,58.0,27,28.0,26.0,4.0,29.0,59.0,49.2,30.0,29.0,13.0,16.0,18,76.0,26.0,0.0
103,Camilo,br BRA,MF,Cuiabá,22,1999,24,17,1664,18.5,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.5,0.4,-0.4,1.0,0.03,0.02702702702702703,0.02,0.05,0.03,0.05,13,2,15.4,0.7,0.11,0.0,0.0,24.1,0.0,0.05,-0.6,-0.6,598.0,728.0,82.1,10250.0,2696.0,279.0,310.0,90.0,259.0,296.0,87.5,51.0,89.0,57.3,6.0,59.0,7.0,2.0,55.0,711.0,14.0,11.0,1.0,7.0,7,3.0,0.0,0.0,0.0,0.0,3.0,12.0,21.0,1.14,18.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,918.0,77.0,245.0,546.0,135.0,9.0,918.0,7.0,17.0,41.2,21.0,11.0,528.0,17.0,29.0,22,9.0,14.0,6.0,13.0,31.0,41.9,18.0,20.0,8.0,12.0,26,55.0,46.0,2.0
105,Luan Cândido,br BRA,DF,Bragantino,20,2001,32,30,2624,29.2,11,2,9,2,2,4,2,0.38,0.07,0.45,0.31,0.38,8.4,6.8,1.5,1.6,0.4,8.5,0.29,0.051369863013698634,0.06,0.34,0.23,0.29,64,25,39.1,2.2,0.86,0.14,0.36,22.5,18.0,0.11,2.6,2.2,948.0,1324.0,71.6,16243.0,5638.0,415.0,502.0,82.7,431.0,573.0,75.2,79.0,187.0,42.2,18.0,68.0,10.0,5.0,62.0,1037.0,283.0,12.0,0.0,4.0,46,271.0,0.0,0.0,0.0,0.0,4.0,17.0,48.0,1.65,34.0,8.0,0.0,4.0,2.0,0.0,5.0,0.17,4.0,0.0,0.0,1.0,0.0,0.0,1630.0,101.0,426.0,815.0,404.0,53.0,1628.0,10.0,22.0,45.5,29.0,14.0,809.0,61.0,34.0,21,18.0,14.0,2.0,22.0,47.0,46.8,25.0,21.0,9.0,12.0,32,66.0,85.0,0.0
106,Germán Cano,ar ARG,FW,Fluminense,33,1988,38,37,3081,34.2,26,3,26,0,0,2,0,0.76,0.09,0.85,0.76,0.85,18.3,18.3,1.1,1.2,1.8,19.5,0.53,0.03216374269005848,0.04,0.57,0.53,0.57,130,63,48.5,3.8,1.84,0.2,0.41,16.7,1.0,0.14,7.7,7.7,436.0,575.0,75.8,6121.0,832.0,264.0,319.0,82.8,113.0,143.0,79.0,30.0,40.0,75.0,21.0,20.0,5.0,1.0,19.0,501.0,71.0,0.0,1.0,6.0,12,2.0,0.0,0.0,0.0,0.0,3.0,20.0,55.0,1.61,39.0,0.0,3.0,7.0,4.0,2.0,5.0,0.15,4.0,0.0,0.0,0.0,1.0,0.0,861.0,33.0,111.0,392.0,371.0,146.0,861.0,11.0,23.0,47.8,39.0,25.0,572.0,123.0,17.0,6,6.0,8.0,3.0,9.0,25.0,36.0,16.0,11.0,3.0,8.0,8,25.0,24.0,0.0
107,Agustín Canobbio,uy URU,FW,Atl Paranaense,23,1998,25,18,1408,15.6,2,0,2,0,0,2,0,0.13,0.0,0.13,0.13,0.13,2.0,2.0,1.3,1.2,-1.2,3.2,0.13,0.08333333333333334,0.08,0.21,0.13,0.21,24,7,29.2,1.53,0.45,0.08,0.29,20.9,0.0,0.08,0.0,0.0,304.0,419.0,72.6,4312.0,1372.0,177.0,211.0,83.9,98.0,128.0,76.6,15.0,48.0,31.3,19.0,31.0,13.0,4.0,26.0,378.0,39.0,6.0,3.0,2.0,35,16.0,17.0,10.0,3.0,0.0,2.0,13.0,42.0,2.69,29.0,5.0,2.0,3.0,2.0,1.0,1.0,0.06,0.0,0.0,0.0,0.0,1.0,0.0,596.0,11.0,85.0,252.0,271.0,39.0,596.0,18.0,40.0,45.0,42.0,23.0,386.0,54.0,31.0,16,12.0,15.0,4.0,16.0,34.0,47.1,18.0,19.0,0.0,19.0,7,38.0,7.0,0.0
109,Capixaba,br BRA,FWMF,Juventude,25,1997,27,20,1652,18.4,1,1,1,0,0,6,0,0.05,0.05,0.11,0.05,0.11,1.2,1.2,1.3,1.7,-0.7,2.9,0.06,0.07065217391304349,0.09,0.16,0.06,0.16,22,6,27.3,1.2,0.33,0.05,0.17,21.4,0.0,0.05,-0.2,-0.2,302.0,450.0,67.1,4849.0,1687.0,178.0,204.0,87.3,90.0,143.0,62.9,29.0,66.0,43.9,16.0,20.0,12.0,9.0,26.0,397.0,51.0,8.0,0.0,0.0,58,32.0,9.0,4.0,3.0,0.0,2.0,19.0,34.0,1.85,22.0,3.0,3.0,2.0,3.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,672.0,23.0,169.0,264.0,255.0,32.0,672.0,17.0,58.0,29.3,36.0,18.0,438.0,60.0,41.0,27,27.0,10.0,4.0,25.0,39.0,64.1,14.0,18.0,1.0,17.0,19,60.0,19.0,0.0
110,Juninho Capixaba,br BRA,DF,Fortaleza,24,1997,34,32,2906,32.3,3,4,3,0,0,8,0,0.09,0.12,0.22,0.09,0.22,2.0,2.0,3.9,3.7,0.3,5.8,0.06,0.12074303405572756,0.12,0.18,0.06,0.18,39,10,25.6,1.21,0.31,0.08,0.3,21.3,7.0,0.05,1.0,1.0,1253.0,1774.0,70.6,21499.0,9311.0,574.0,691.0,83.1,540.0,707.0,76.4,106.0,265.0,40.0,44.0,121.0,30.0,15.0,125.0,1388.0,376.0,55.0,0.0,7.0,157,269.0,51.0,28.0,20.0,0.0,10.0,39.0,103.0,3.19,61.0,20.0,6.0,4.0,7.0,5.0,8.0,0.25,7.0,0.0,0.0,1.0,0.0,0.0,2184.0,109.0,569.0,1019.0,643.0,45.0,2184.0,40.0,84.0,47.6,51.0,33.0,1118.0,92.0,77.0,38,38.0,26.0,13.0,37.0,75.0,49.3,38.0,30.0,4.0,26.0,67,144.0,80.0,0.0
112,Johnny Cardoso,us USA,MF,Internacional,20,2001,24,17,1410,15.7,3,2,3,0,0,5,0,0.19,0.13,0.32,0.19,0.32,2.9,2.9,1.4,2.0,0.0,4.8,0.18,0.08917197452229299,0.13,0.31,0.18,0.31,27,10,37.0,1.72,0.64,0.11,0.3,16.7,0.0,0.11,0.1,0.1,650.0,762.0,85.3,10046.0,2793.0,344.0,373.0,92.2,242.0,280.0,86.4,38.0,53.0,71.7,20.0,61.0,8.0,1.0,46.0,754.0,7.0,6.0,0.0,2.0,5,1.0,0.0,0.0,0.0,0.0,1.0,15.0,39.0,2.49,32.0,0.0,1.0,2.0,2.0,2.0,2.0,0.13,1.0,0.0,0.0,1.0,0.0,0.0,1006.0,43.0,193.0,618.0,207.0,38.0,1006.0,20.0,37.0,54.1,35.0,22.0,655.0,28.0,39.0,22,16.0,18.0,5.0,18.0,49.0,36.7,31.0,23.0,10.0,13.0,39,78.0,30.0,0.0
